x	y	z	text
17.349499	-44.861126	-20.365896	oaken press
-34.860847	19.191874	-6.0413375	long hair
16.366558	38.24581	-4.713016	with footsteps
-4.891879	31.761618	7.6553826	of earth
-33.594406	37.23432	5.985625	timid grace
3.113639	-1.8831474	-0.6464746	with white feet
-15.638341	-9.87169	20.860437	of angels
26.457293	27.609577	2.8164623	above the deep
10.436105	-25.713432	21.1592	before a plashy place
7.8399253	-23.63191	-26.51699	muddy mouth
12.122832	8.473436	10.899443	to north
-22.704535	30.083956	-3.7237663	in the old days
28.378279	-3.2399616	37.526222	poplar tree
-11.1601925	-17.460924	-15.242707	known faces
-2.03021	48.907124	-7.5094953	weary night
-22.167416	20.486612	17.49507	green sods
-20.843525	20.10662	15.092266	under green sods
19.402782	-0.096496075	15.239204	on a chair
27.873884	1.9275264	-1.1595838	at the moth
-0.03327208	5.927653	-0.14583667	of eve
34.36093	25.7339	-14.967414	from the fields
4.1993527	9.177819	18.769344	into millions
5.377259	11.798323	-4.358122	in the wind
13.668199	41.794933	-1.7315371	with shade
8.717622	7.8149085	5.608008	to mankind
-12.848544	22.8031	9.287414	of sparrow
25.285315	-1.1550566	10.449478	on the floor
-31.84126	27.539291	2.0415783	little care
-33.608643	28.426355	3.9063997	with little care
18.096355	21.277735	35.545345	never rode
-6.75268	13.698337	-15.365534	rocky lane
-8.89031	15.045385	-14.675629	by rocky lane
-3.4336407	14.496686	-23.5776	sick man
-2.126411	6.7403646	17.814737	in grief
0.81277525	28.04931	35.712658	as a bird
-4.5579143	29.932642	-14.860002	at that word
-8.162245	1.9871973	24.83133	for souls
-15.8862705	-12.579484	20.051386	great angels
-14.470023	-3.759928	-51.153843	purple robes
-27.134766	22.492739	-11.089442	long gone
-24.15278	28.226208	-2.082367	old days
-32.037697	-13.162287	-18.418856	gentle race
29.976381	-38.912903	-14.457033	murmur ye
-13.0236435	44.236332	-5.7067447	blessed skies
-1.410942	28.614754	4.612406	of moons
-31.545889	-21.694302	-29.0045	leafy tunes
-30.638708	-23.2693	-31.89531	awakens leafy tunes
-27.326107	12.14496	-27.552353	at that singing
13.875482	2.1779802	-18.445427	beside the well
29.392103	-4.0089884	-28.74357	sudden vengeance
38.081417	10.591465	3.8844352	deep earth
26.43396	-29.427011	13.186094	small knot
-17.619026	16.665842	-8.180968	by the pool
0.17008018	-33.80806	-22.539886	unneeded voice
-21.419579	26.897154	8.806003	old silence
-1.4365481	-26.180874	17.591434	lonely folk
24.496927	-46.05122	-8.292326	calm brows
16.13671	41.432865	-8.846638	with leafage
-36.731537	-10.445892	-18.96398	gentle feeling
24.64354	1.9956738	-13.772025	like a fleece
5.807329	43.78735	17.378248	angry mood
37.583275	10.262688	-12.53936	unhaunted sleep
-8.927026	14.018573	-26.060781	taken man
9.557428	27.2418	-4.4812326	with honey
-7.0907984	15.682616	6.8215528	of squall
35.958855	-29.44305	-7.008504	crowned dancer
7.1291504	10.28507	-1.5648141	in the grave
31.72613	6.300986	-3.5578942	at every hearth
-15.095062	37.96522	5.9005594	old fellow
-13.533684	37.803078	3.2350454	at that old fellow
12.647964	-18.104586	20.854408	strange place
-0.024001788	16.829464	-1.7096931	of the flames
35.417183	25.05282	-10.77537	from the rose
31.85157	1.9083529	-2.4194481	at hand
22.356943	26.183277	28.5308	never done
-1.1154907	0.24689585	-33.25357	hears love
18.755037	27.546785	36.77803	never cease
8.725927	20.17155	-15.222161	swept hearth
1.0279136	-4.889059	48.317177	quiet shade
-43.34547	-5.720784	-10.970836	woven silence
3.94009	12.056808	15.363679	into the air
-18.707973	9.175862	10.432136	pale dawn
-18.29511	8.940829	7.8210497	on the pale dawn
-4.417628	32.380367	-0.9739071	in rain
25.818592	-0.60715693	15.059968	on the earth
7.55009	24.094706	2.2510934	amid the wandering
21.831646	31.032753	-15.607185	starry mirth
11.296363	6.962325	-9.217178	in laughter
32.15889	22.480543	-13.055263	from the sea
-9.8716755	21.383188	22.182888	sad lips
-11.7134905	-3.9050682	-5.57448	gray ships
-13.541417	11.250946	-4.587508	by the little cry
-8.67223	23.645668	-8.978965	dim tides
14.437101	13.420877	-10.418769	of sorrow
9.324162	-1.7151396	-11.711825	heard ring
-3.6560616	-43.531864	9.581957	far thing
-22.22096	5.6774764	-6.0340724	gray sea
-31.987322	13.636628	-8.2878475	long ships
16.998255	-26.936617	-21.797688	equal fate
-9.603553	6.079178	33.058002	longer hear
-17.909243	13.849963	-11.932681	by the people
30.036913	18.356592	-11.456098	from battles
-37.351757	23.890371	-4.1717615	dabbled hair
39.93391	9.581151	-7.797719	bridal sleep
12.525544	37.171093	-0.4006034	with hope
2.1587193	3.5168087	22.004612	in dancing
24.09179	0.71942204	-10.561369	like a dream
-1.2759049	-9.330455	20.347502	red lips
-3.497189	-8.244742	22.173725	for these red lips
14.092091	14.679641	27.137236	mournful pride
8.353706	31.767471	-18.315056	new wonder
-0.4354427	20.46028	-44.23454	high funeral
-48.765907	7.718258	9.809032	labouring world
17.892664	18.656357	-24.590948	amid men
8.415336	-18.464617	25.05761	give place
-18.902689	3.6079242	12.219575	pale waters
-17.158869	4.7659125	14.255348	like the pale waters
19.371155	21.678268	5.3449	passing stars
-1.5057737	-22.041916	21.661615	lonely face
0.45447937	-19.89497	22.41444	on this lonely face
-12.837209	26.772028	-10.143798	dim abode
21.474178	-11.461869	19.807018	grassy road
5.1243787	25.65704	11.487596	wandering feet
-13.362913	-15.338199	16.007923	great town
-38.726456	-15.858107	-11.945454	gentle ways
-39.97122	-13.8791065	-10.591187	by gentle ways
26.491772	-16.427568	-20.013742	softly make
-0.45410553	10.76325	23.90476	rosy peace
-46.13277	6.85704	-2.4691613	tall thought
25.199533	29.394703	0.0711365	above the tide
20.328243	-9.701218	31.324833	of hours
32.480026	18.016808	-15.5978565	from fear
4.5131173	42.85255	-0.40724534	of faery
-33.27372	22.737831	-10.885191	long dew
-33.60076	-15.871571	1.7076503	surely forget
-29.655144	16.504265	-26.51474	singing leaves
-48.498955	11.720483	7.376065	labouring ships
15.4169035	23.895966	-9.540396	myriad years
-24.078749	8.7930975	10.163394	pale moon
12.829462	16.83369	-5.4645014	in the sky
0.10560003	-30.52869	-4.2698383	loud chaunting
-27.770123	28.794945	-20.004272	unquiet leaves
-26.554913	30.319065	-21.876598	of the unquiet leaves
8.786227	37.949852	1.7611434	with earth
-14.409061	15.915979	-10.632241	by the fire
27.378237	-13.041266	40.798294	down this book
41.322178	6.990887	-27.887548	slowly read
5.661551	8.989096	-37.749023	soft look
7.1576242	8.490434	-35.67956	of the soft look
-34.0225	13.344307	-37.449272	glad grace
-35.112747	15.640141	-37.542557	of glad grace
-26.958078	-6.8989873	35.45838	changing face
17.527153	-34.4696	-15.054373	glowing bars
17.248894	15.30999	-25.371283	amid a crowd
20.238512	7.817425	14.305099	of the flame
2.0139022	25.78589	-2.1686187	of twilight
27.956215	-3.6522992	13.683045	on the rim
30.28213	20.781195	-20.351357	from those dreamers
10.544214	13.010995	-3.989724	in the fall
1.9656897	19.383018	-4.685902	of the dew
16.696144	14.257888	11.817029	to white birds
5.4867816	32.451237	15.104491	wandering foam
-12.473523	18.969505	-14.22848	by numberless
-5.8012815	-12.109861	18.707884	mournful lips
-2.0764043	-25.907166	-4.1026287	loud song
21.65945	-12.468019	31.170485	dropping hours
36.089794	3.3810756	4.6300974	laden sky
3.8148086	16.137894	0.88856244	of the night
25.90292	22.511274	-19.559746	from men
23.253036	-27.633404	17.122446	small cabin
-3.9565446	18.85596	8.364724	of clay
-13.576987	-3.8736765	25.215652	for the honey
7.6700377	22.71242	-5.933843	in the bee
-5.6629057	-3.529869	25.306725	for peace
30.467001	24.948738	-15.656711	from the veils
-8.148085	17.680222	0.23733617	of the morning
-19.265402	-5.211612	-49.85231	purple glow
-3.8985462	17.477928	-0.94480026	of the linnet
-13.906699	8.50022	28.103525	hear lake
-16.42258	-30.28058	-26.412195	low sounds
-17.146616	-32.22368	-27.894115	with low sounds
-14.131977	11.581467	-12.665374	by the shore
25.285315	-1.1550566	10.449478	on the roadway
28.112957	2.8819852	9.873427	on the pavements
40.591522	17.134203	5.996196	deep heart
41.054455	18.664412	3.6091852	in the deep heart
1.7541931	24.983398	3.9299278	of trooping
4.4267254	8.646245	-8.301309	in the heart
16.276215	6.9042706	-36.60633	wet winds
22.211779	1.0132704	-40.058804	ever blowing
3.7016196	-42.023304	-31.508223	hazel grove
-28.8237	4.9031696	-9.980051	gray waters
-10.200535	12.7018795	0.36553606	of the sparrows
-41.23724	2.807108	15.750411	full round
-14.953263	-2.3864875	-53.171383	in purple robes
-33.466454	13.341852	34.163807	had pity
-1.6407224	-25.041946	48.12081	grew fatter day
16.392265	9.882879	-5.774844	in circles
-6.865427	24.392797	25.60767	sad dweller
-13.855183	15.886191	-6.361953	by the sea
23.186602	-12.25722	-27.460491	inarticulate moan
-1.49946	-48.408276	-23.789995	wildering whirls
17.896778	39.611904	0.6822965	with sails
30.198208	-1.2944124	9.350627	on the seas
11.256244	39.84852	-6.2546268	with wool
-19.791735	8.364967	-20.21592	along the water
42.598274	-12.83244	-19.917223	humid trees
44.64689	-11.936745	-18.243908	below the humid trees
11.204872	37.64077	13.385861	in evening
23.079464	-7.3651137	18.733994	on a grassy
-41.978687	-6.3942685	14.865144	other round
15.800202	17.89254	-5.141193	beyond the sky
-4.6129007	22.194227	8.341961	of things
26.252165	-1.5153687	24.662891	dripping wing
22.861883	1.8140442	17.668776	on a stalk
27.16447	31.142958	-5.4717593	tinkling tide
-20.82416	-23.488369	12.485323	sliding drop
-4.0468946	30.753382	-0.2851214	of rain
-6.7632837	-11.7754135	3.0050888	little way
4.295601	3.183199	-10.738644	within the gloom
-9.282556	11.7000475	10.413948	of starlight
-34.209324	-16.644978	-15.302499	gentle roebuck
-33.73554	-13.228092	-11.208755	gentle thing
-14.550178	-6.466619	-26.511168	monstrous peacock
-3.186651	-27.545317	-30.929045	languid tail
19.205257	25.952948	-7.224427	myriad spots
32.480824	-30.634464	6.031916	pearly rim
-38.274837	-28.94554	8.629943	ancient burden
15.948971	-33.26746	30.059086	whispering words
15.705515	-20.39537	36.32445	own tale
-10.477959	39.697536	29.675797	shouting days
20.727196	32.52928	-13.109703	with mirth
3.5336099	18.395193	-5.7041025	in the dew
-32.664463	14.163237	-32.11558	glad singing
-7.234802	32.429203	7.0709615	of old earth
39.505684	30.767002	3.3849142	dreamy youth
22.292011	-1.7751764	-7.2236433	dream thou
25.9443	-6.418545	10.970778	on the brow
4.7120595	20.584736	-44.374153	high comrade
31.0649	-14.145215	29.812897	slow steps
31.018934	-12.0494	28.375547	with slow steps
-22.832823	9.747918	-21.105442	along the gleaming
-26.77319	9.239111	-15.742416	humming sands
29.284584	21.512602	-35.9022	windy surges
14.128416	14.58792	6.134519	to the stars
-22.080454	4.330775	8.201409	pale thrones
1.8497318	-16.838257	33.035934	piteous story
-4.442958	32.99816	20.64357	old cry
6.2104816	33.114143	-6.5077	in dreams
-33.27873	-9.452018	-14.734167	gentle valley
18.031301	9.219615	5.484318	to the dewdrops
37.65666	18.450682	-4.3229327	always listening
-13.403709	0.075824335	25.913343	for the sound
21.206938	-17.763405	30.326925	own dropping
3.461977	-11.116307	35.044292	heavy story
14.911705	-28.131987	28.03977	own words
30.245806	-26.313204	3.8141263	pearly heart
17.76909	28.043959	-6.8961673	with myriad spots
14.58296	35.96976	8.304196	of light
-18.703318	13.215226	8.207849	under the dawn
14.351011	10.945454	-9.911589	in sorrow
-15.4672785	16.940228	13.297783	under pendulous lids
14.4071665	2.246026	8.933811	by the lone border
-0.16797587	27.079765	-12.832531	in that hour
-6.215123	26.615059	3.6288314	of gentleness
-1.6208516	21.354475	-32.082462	tired child
1.4687402	-11.5515785	-34.916485	first kiss
-24.871685	17.79933	-22.502666	faded leaves
-24.474838	15.014271	-21.469439	along the faded leaves
12.780431	-46.473473	19.406818	often worn
1.1769027	29.00033	13.402738	wandering hearts
23.110756	3.804206	-20.304829	faint meteors
23.186321	4.3865542	-17.672625	like faint meteors
28.184298	-17.228403	39.512836	down the path
16.580227	0.49021974	9.466065	on the lone border
-21.611624	24.318003	-24.326132	dead leaves
-21.899916	27.748606	-25.70257	thrust dead leaves
11.296363	6.962325	-9.217178	in bosom
-41.413902	-12.422053	17.038984	other loves
-38.755413	-12.117872	16.091698	for other loves
-30.592587	5.622473	-32.50768	through unrepining
5.3178873	8.195705	35.782185	lies eternity
-12.692545	-39.798958	-35.0614	continual farewell
11.703089	-46.27407	8.66293	otter skin
5.31884	-30.829218	-32.203957	troubling seamen
16.901087	-16.166899	45.431854	drove tumult
34.650425	18.51764	-11.709665	from girl
-3.6821423	-26.706667	50.294132	fatter day
-13.738093	15.84025	14.902275	pendulous lids
-3.8101358	10.727387	5.769204	of passion
-16.308271	-24.975239	16.099838	boughs drop
-5.9570994	18.493135	23.558992	sad souls
28.05433	6.7538476	30.298405	smooth lawn
27.705881	6.258383	27.832346	on a smooth lawn
14.335897	-25.887213	33.755363	own image
-15.468415	6.902101	-7.0123825	enamelled sea
-14.149168	4.6204967	-6.360515	in the enamelled sea
3.540662	-27.904484	18.782743	lonely ship
19.788322	5.319705	34.441326	woven hands
18.422174	5.8402524	32.23881	with woven hands
-21.05737	7.1818237	-23.703032	along the grass
-21.796062	8.516286	-17.1648	along the sands
-29.60997	34.00143	-19.025234	unquiet lands
-8.210466	19.614223	10.170628	of mortals
0.03510797	0.30649617	47.778458	quiet bows
-1.6025224	-0.106543094	45.54306	under quiet bows
9.972849	3.0191078	-26.612349	indian star
15.214561	-19.037752	1.9987388	burning heart
23.93216	33.03857	-1.4237158	with the tide
-10.128863	-50.293045	-10.32529	burnished dove
-42.448643	-16.989765	-6.2043986	feathered ways
19.056952	43.046787	-3.1442227	with vapoury
-33.94641	-0.5508094	6.949701	among the water
-29.2006	20.129845	-17.693684	long leaves
-31.232548	17.5302	-17.833439	over the long leaves
-35.147915	13.602667	-17.569561	over the mice
4.5220714	10.439752	-13.132404	in the barley
-1.7976533	14.735679	1.4804792	of the rowan
-11.703973	16.80597	3.6254294	of the waning
-16.198048	11.963427	8.802436	before the dawn
24.777582	41.97882	-9.225071	with mirthful songs
26.930454	41.967678	-10.5566845	mirthful songs
-9.134974	28.452778	-6.353698	dim glass
53.206142	-6.355218	5.534255	outer weariness
54.32145	-6.332131	7.753022	of outer weariness
-9.514106	38.198112	-9.663065	in times
-11.309954	-32.443344	22.701103	broken branches
-13.371058	-32.528156	24.704748	through the broken branches
-42.56358	10.461783	0.21432948	unresting thought
16.375381	26.19826	-22.028847	see men
-32.866055	18.332642	11.207951	tender eyes
38.48198	-16.818289	-8.903617	true brother
-1.9483706	31.144754	-10.461194	of that company
-6.074634	-36.701283	-28.125298	angelic clan
-0.6014776	11.844221	-4.6401258	in the world
7.437941	-11.017665	-41.079178	blossoming age
17.534433	40.13695	12.116506	light fall
26.217302	15.828561	7.5247335	flying feet
23.076578	31.579288	-20.771215	starry candles
18.015162	35.052933	11.189231	light foot
8.059458	-9.957702	44.556118	rhyming tell
-13.265333	28.885418	-2.5309007	dim wisdoms
-11.204517	27.908958	-0.88051003	of the dim wisdoms
-7.0002303	18.39035	-23.78809	unto man
41.765575	15.741094	19.95586	elemental beings
15.1155405	6.2857685	-1.9393212	in flood
30.319965	16.86706	-19.159184	from man
20.452261	-8.65574	4.5077186	pondering mind
-43.006954	-20.411095	-10.820446	austere ways
-45.143795	-18.987257	-11.01094	in austere ways
-7.020423	27.367428	-5.061417	in the dim glass
11.489252	11.32726	7.6770163	to barrenness
-34.30897	-28.975687	11.492559	ancient gaze
-9.497848	-2.2944674	30.833042	for all things
-3.2403316	-39.581215	21.987362	holy tree
38.245792	18.498182	-16.083008	from joy
-7.8900795	-36.875523	21.753962	holy branches
-19.297646	-23.615738	-44.549824	trembling flowers
-30.90417	-9.146915	33.2129	changing colours
14.172143	42.16235	8.870151	merry light
13.848313	41.37174	6.2545457	with merry light
24.945415	-26.093369	-27.244738	hidden root
5.6442432	14.880955	-0.45564997	in the night
-26.315346	-19.064575	-27.174698	leafy head
-9.353928	-2.0124722	25.771057	for thee
-13.434959	-37.8596	22.370918	bewildered branches
-14.892707	-36.411663	24.285494	through bewildered branches
-39.12641	-14.844914	-17.47703	gentle strife
-38.437984	-16.180891	-19.495718	in gentle strife
36.700253	-11.09082	-29.280863	flaming circle
-40.634968	19.15545	-3.861379	shaken hair
-31.794552	17.67323	7.127712	of tender
14.478676	-28.60405	-31.629728	subtle guile
-2.5329676	10.918404	44.100292	only gaze
-26.181042	-36.157646	8.47	fatal image
-12.794159	-27.477188	20.540283	broken boughs
-13.803484	-26.337032	22.75057	with broken boughs
-29.704693	25.709484	-25.617514	blackened leaves
-20.17303	18.056517	9.527117	under snows
-16.178896	15.895522	-16.782633	by a storm
24.213154	2.6394777	-44.937164	ever grieves
-33.56588	-12.431736	-2.4426484	surely meet
24.885878	8.0070915	-42.46937	ever journeys
-28.902842	37.820255	-3.4472241	under the sleepy ground
-0.5076947	33.455517	9.9393	wandering earth
11.02771	-8.562309	24.30318	clanging space
9.6096525	-32.26124	-22.560133	endless reverie
-28.76426	-23.152777	27.788586	nowise worship
-20.460009	-25.161428	31.386671	dusty deeds
-23.895948	-25.240004	31.634459	worship dusty deeds
-28.439392	8.859835	4.2736063	after truth
2.402184	15.204158	48.29814	only breeds
0.82987064	12.906073	50.171387	toiling only breeds
7.715532	34.103252	-10.429134	new dreams
22.335505	26.484266	-20.019741	starry men
24.843416	24.974966	-19.228754	from the starry men
28.63227	43.52965	2.3158882	optic glass
26.160416	42.75309	1.616959	with the optic glass
-38.41222	-20.85041	-7.532576	whirling ways
14.600017	1.2356242	-27.685255	cold star
11.296363	6.962325	-9.217178	in twain
-29.306782	6.268025	1.3117472	human truth
15.973141	-24.222342	-33.376907	melodious guile
15.225179	-24.78178	-35.69797	in melodious guile
16.102545	-33.9808	24.277716	fretful words
17.792961	-36.75385	25.365398	thy fretful words
10.246833	4.728732	-3.5599875	in ruth
33.552784	-26.086853	7.743519	pearly brotherhood
13.021546	-31.508472	26.578896	for words
-15.906931	-27.75688	-12.444448	lily wave
6.6984954	-39.0891	-17.565037	hapless faun
-31.573395	37.576553	-3.5485225	sleepy ground
35.373554	-9.272176	-33.89958	flaming word
-19.44114	35.76227	-0.9613934	of the old time
-20.34295	16.650839	2.8545742	under the moon
-20.214102	36.834076	1.2732292	old time
6.2146826	3.128645	10.368898	of an eye
4.375849	16.723911	2.7307572	of night
-28.502579	9.81912	1.2778864	in truth
-19.023527	-5.55293	-39.856068	consuming ecstasy
21.042591	29.135033	13.077644	white foot
20.543537	29.295029	10.407387	with white foot
-12.04888	35.927227	-8.488885	coming times
-5.2400966	18.052746	-4.863244	of the gates
-6.157047	21.0776	-1.4036862	of the day
-34.500027	15.9773245	-19.57145	over the lonely
8.354969	-19.523478	20.253931	in a place
22.010561	17.6882	17.30684	white arms
3.9299424	11.339818	12.27394	in the air
-0.99736166	30.970867	-5.9953036	of a land
13.9609375	31.735617	-26.997738	of tongue
41.695625	18.201796	-16.408932	antique joy
10.861873	-15.413023	-22.66306	painted toy
-20.101706	-18.705656	-26.732412	restless head
0.387829	12.067264	-22.131199	sick children
-27.451284	-6.0217514	30.314447	changing things
1.6689618	0.3719407	25.48912	dreary dancing
0.35574535	2.5661824	24.796135	in dreary dancing
-5.15688	9.538442	-36.670998	cracked tune
-2.9991572	11.087546	-37.081085	to the cracked tune
37.288525	-5.259418	-36.673622	idle word
-17.330767	13.327613	-5.630024	by the stammering
5.188025	-15.742283	37.128544	entangled story
-4.05633	18.509901	4.7941337	of wind
-19.930704	31.561985	6.5524645	old
-2.2768161	13.531943	31.611866	now
-18.634415	13.112476	35.81881	more
17.436565	16.402817	-15.800181	come
-8.057242	-7.9190726	8.6741495	little
-16.966509	-6.2626204	30.85446	made
6.1825843	19.510967	28.255293	have
-1.1003351	43.975525	10.6695795	away
-30.62569	10.314307	31.687923	had
15.39797	-23.789986	29.625395	own
-30.80062	18.616005	-9.626034	long
21.77951	23.922716	33.214413	never
3.9213812	33.40433	-27.58482	let
11.117466	28.368921	28.18266	still
-6.182303	22.477222	22.26075	sad
21.439394	19.783087	13.120037	white
-39.64982	6.399136	15.467445	full
6.994924	8.5694065	26.715992	there
1.8766246	21.52152	-23.340801	young
-27.909536	21.808958	-21.8872	leaves
-17.557991	24.884706	-25.02652	dead
-0.44458604	-4.2462354	-27.511541	sing
5.2877035	29.616798	11.771808	wandering
21.222609	-25.333593	2.6842248	went
-24.875134	23.947529	-18.754961	beech leaves old
-28.98311	-5.9576654	-30.486483	die
-12.163504	25.791817	-5.7182474	dim
-23.95107	-7.1774125	13.197845	said
-33.65232	-28.989918	7.2702484	ancient
-13.195192	7.5840607	31.735512	hear
10.631626	-0.07980737	-13.69723	heard
1.6176037	-24.503283	20.61188	lonely
-42.596386	-1.3786072	13.968895	round
-23.971548	23.954155	-11.892636	gone
-26.9717	-28.658577	24.162273	then
40.239494	13.559923	5.107348	deep
9.356156	5.462703	-43.246334	proud
-24.485847	6.237608	22.893822	came
-9.538759	19.893896	-30.807735	poor
-3.8292036	-41.476242	6.8139195	far
14.492702	14.7112055	-17.444925	come near
34.914764	15.304464	25.15814	seemed
-25.383888	6.4454937	-8.371642	gray
-11.234569	19.5311	31.55593	gay
25.39721	18.534973	39.19703	saw
13.959648	19.520409	-32.024395	wild
8.83102	32.804535	-14.170996	new
32.13814	21.528313	24.770151	yet
19.91902	-3.4157188	-17.637728	died
12.582476	13.905221	-18.102169	near
-23.930742	12.646194	26.900091	once
3.2175527	-7.77269	33.124096	heavy
-36.284863	-12.680162	-14.702891	gentle
-13.446595	0.12720984	-29.232803	say
-15.820296	-16.775188	18.631464	great
-4.0466523	3.8194675	11.279352	leave
43.43442	-5.012657	12.060169	passed
-41.811054	7.237446	-2.8037026	thought
-21.389563	6.5243134	11.457652	pale
7.5141106	-16.557533	26.737152	give
-2.3078313	45.664055	-9.041338	weary
14.794343	27.688885	-20.475624	see
9.015117	-2.0329473	14.231005	beloved
-13.816646	9.651083	40.02711	no more
37.292862	-0.316332	30.101774	bring
-1.5452869	35.114414	-33.647953	make
-11.995233	-15.810404	-12.822169	known
29.69239	-5.9053197	-3.1032083	all
30.282381	-20.182838	-11.868626	sang
18.438406	1.9148086	34.50862	woven
1.4784584	12.353279	45.01349	only
-27.190441	-26.251564	-10.754853	pass
8.382586	-35.146454	23.99793	alone
13.612029	-14.693121	19.067019	strange
-17.907595	-42.50968	-1.9883995	dance
5.159204	12.121348	36.590923	lies
10.908662	0.9375961	22.791174	goes
-17.609814	25.81522	19.532873	lay
-19.52352	-9.560386	-8.152129	loved
-2.7069921	-3.0949318	-35.47346	love
17.346897	1.3718828	-30.104647	cold
32.391174	5.926375	-11.203403	last
32.02125	34.99246	0.17981203	bitter
2.1558428	20.034101	-46.6212	high
-23.955034	22.347782	-19.540535	beech leaves
-27.767971	23.94625	-20.411554	leaves old
4.286506	4.2409554	-16.126797	hush
27.774612	28.632984	36.576004	gave
-1.5271245	-2.719584	48.700996	quiet
-9.029767	-18.526838	1.3325001	knew
5.2926226	3.4948082	42.44134	apart
-29.907574	3.2949715	-0.4452269	human
5.659248	-38.357235	26.425663	live
16.465878	-6.0752864	-0.8705776	moves
-20.343937	-5.95857	-21.241388	found
7.4471073	-35.306614	19.238737	seek
-43.13099	26.62081	-1.2211833	gather
22.658709	-29.35008	13.811651	small
-33.051914	-0.23349723	29.909771	many
1.1927559	-11.508719	18.609735	red
-1.5319917	-22.350428	43.127922	grew
-17.561407	-28.241907	-29.005743	low
-1.3912468	-8.160713	-3.009458	cried
-4.7618155	31.416132	-29.010363	fair
5.192385	-4.3205185	21.901503	dreamed
-0.013720442	5.1651244	-19.623198	find
-14.242954	3.3045352	43.34631	bear
24.841476	4.1705794	-40.481304	ever
-48.650036	1.5586584	16.456663	cast
1.6561202	-35.963566	1.7915051	stood
-8.379544	2.4594054	-2.9743125	lift
-22.57361	-14.639204	10.247942	even
28.158327	5.44663	-34.400814	wander
11.377242	-34.097816	3.9300175	called
15.857827	-4.6823435	15.513917	little further on
-6.2573752	-24.578236	31.36162	gently
-19.485455	11.804105	28.401766	lake once more
-36.012226	-33.91348	-6.99063	also
0.18663716	-24.883957	30.344517	most
30.00547	-5.5268154	-31.65457	sudden
-22.481983	-46.89858	6.8130093	shut
40.721066	-25.115421	-1.8797711	sweet
-25.739195	-2.8255644	-13.668727	knows
-8.379544	2.4594054	-2.9743125	lead
28.566996	-15.173519	40.41121	down
-18.895416	24.500153	34.90191	turn
-2.0041225	-28.637218	-6.0377784	loud
1.5267981	17.41313	-31.138655	human child
-16.983332	15.303357	32.70269	more full
28.695446	-18.271837	-17.820889	softly
13.965005	4.850552	-17.7968	well
-1.3912468	-8.160713	-3.009458	bid
-17.097183	-11.641142	1.0758561	shy
34.83043	17.276997	-3.995277	always
-7.7151666	43.337204	9.487029	hid
-15.426786	-34.11926	1.1583846	stand
16.198309	19.902796	37.779285	rode
18.06867	-16.199772	42.50344	drove
-1.3912468	-8.160713	-3.009458	slept
2.5492065	35.59225	-26.426546	so let
-14.077492	30.262453	7.1647687	old priest
-22.235447	11.082952	29.441847	once more
-13.331904	-20.29287	29.457064	brought
7.4239397	-0.0032466366	-49.152977	began
25.54459	19.14511	12.297099	white feet
2.51346	-8.617899	-36.43275	first
19.295748	-29.90037	0.74290574	mad
-31.06638	-13.796496	0.018929902	surely
-10.709758	1.1583929	15.865361	paced
-3.7712584	-13.514424	28.008812	again
-36.012226	-33.91348	-6.99063	also sooth
21.31889	-24.347452	26.41784	thine own heart
40.400986	4.7810335	-29.148636	slowly
-37.41719	12.034628	11.4766865	grow
9.8614235	-24.391388	-0.15938914	danced
-1.3912468	-8.160713	-3.009458	break
25.00043	13.247172	7.509606	flying
-19.226906	10.381467	43.64929	wise
15.393779	38.14418	8.7834015	light
-14.285496	6.055083	-42.55698	good
24.683977	35.1479	8.989738	here
3.8655245	1.5541873	22.09382	dancing
-14.377818	-37.19005	-8.17184	laughed
-32.75282	-29.199389	2.9643233	ancient ways
-1.3912468	-8.160713	-3.009458	understand
0.8107227	-5.4747944	-15.896483	know
8.285291	-20.616228	-15.9928465	weak worm hiding
2.8268087	26.407623	19.319117	eternal beauty wandering
-14.718164	8.882952	37.101852	no more hear
-23.278324	-6.9944544	16.552877	strange things said
-10.09745	28.215471	19.660398	grown
8.15428	-4.7347097	32.168667	heavy mortal hopes
-29.843498	-1.3163443	19.70012	poor foolish things
-4.3961244	-15.190051	17.708483	mournful
-6.2878585	-13.302995	-20.900885	learn
-16.60448	6.5210423	33.391926	more hear common
-26.829426	-0.9146114	17.91214	foolish
-18.122559	3.4358733	31.396395	hear common things
45.358265	-14.699996	11.136824	crazy
8.698043	-27.840626	3.0607994	was
17.18143	20.146471	-45.927628	named
29.363117	-20.838757	-31.413263	half
23.835646	-16.056816	7.6761174	bordered hem
-11.898087	-27.065521	-31.677185	hung
-52.56606	-12.506259	-0.93608534	shone
-21.623817	-31.453802	5.9680862	grows
21.71123	-10.53061	-16.058142	turned
-1.3912468	-8.160713	-3.009458	therefore
25.908106	-21.047207	16.502098	build
1.4995092	46.349598	10.157164	far away
16.794228	8.423791	-33.490944	wet
19.154419	22.912642	10.890422	white stars
-28.29147	-29.883863	-17.833286	run
22.76773	-15.260837	29.442535	dropping
5.415846	-24.995222	-4.01964	told
-13.851504	9.808594	1.7163248	warring
-30.623604	-21.363472	-15.613925	raised
30.38401	7.9919915	29.075186	smooth
-25.129826	-9.564335	4.1676044	growing
24.091177	-16.436804	10.3080635	bordered
-1.3912468	-8.160713	-3.009458	fill
-9.780169	-29.02062	4.6772833	mused
-16.619907	0.6626916	34.15159	common
