x	y	z	text
53.362244	-12.725918	5.2265973	comes
23.521818	29.068768	-18.240324	starry
-28.368	-19.699987	-29.899248	leafy
-13.503132	4.5126705	-19.47216	pebbly
-14.653233	-20.023037	-36.245712	tossing
28.367304	-14.579117	27.96247	slow
10.117502	-35.335693	-8.706529	speak
-2.6991103	-30.642147	29.382244	move
1.5916709	0.52162635	-40.987812	take
-33.854813	31.992826	13.907681	fixed
-6.568245	11.878133	18.111784	blow
-12.123394	-7.5393305	11.1665945	little childer
17.82973	-23.857517	26.322432	own heart
-11.999066	4.2297454	-46.683167	help
-29.384588	-5.745654	33.082848	changing
-26.984396	-0.5947618	3.9823556	keening
-41.80028	-9.613048	15.054225	other
-1.7409478	12.25068	-24.557629	sick
-8.980916	12.16071	-17.40757	rocky
-1.7223737	-2.0440383	54.06226	eyed
25.040825	-22.790632	-19.086063	leaning
-1.3912468	-8.160713	-3.009458	mock
11.96842	10.063988	48.107178	blind
33.690594	-10.713597	-31.055164	flaming
26.73683	-26.122051	-30.032938	hidden
-30.075138	14.013864	-29.197073	singing
7.247482	-8.727517	41.24713	tell
36.35994	-10.240303	-14.897519	keep
-29.198519	17.36696	-1.3898985	dark
33.03997	-13.412319	-18.701813	murmuring
-6.1195292	-24.642393	-23.98723	beat
-4.7065377	-36.727016	21.044477	holy
7.3175793	-21.678263	12.9394245	cushioned
21.285192	20.01956	3.8359861	passing
19.134186	15.606032	12.989033	white birds
-4.4390416	33.297585	-27.86757	so fair
31.61652	-20.754673	-36.595512	spread
-7.6750574	0.7684229	-35.569942	fled
-24.111935	-16.451944	20.961569	lost
-23.873777	-26.679728	-28.647604	falls
-1.3912468	-8.160713	-3.009458	seen
-34.84875	25.107882	-20.364088	yellow
-39.90328	14.984217	-12.822873	brown
-31.294493	33.965168	-3.9670937	sleepy
-46.51619	-5.5598893	7.718695	running
50.906452	-13.2322855	-10.637795	lights
28.232792	9.253501	6.1434245	fling
15.695364	18.72619	-14.798432	come away
15.263908	20.09649	-45.430447	sorrow named
10.075762	-46.43608	19.531626	worn
20.177752	-28.124409	1.3509321	went mad
5.761447	32.645077	-25.781511	come let
9.021274	-17.08898	-15.879415	weak
22.04757	13.422421	0.6646558	bright
33.07195	-27.587494	4.556251	pearly
-19.127058	0.06376408	31.549044	common things
22.571434	5.761863	-23.245275	faint
30.447552	-15.088302	15.877985	legged
30.903032	-14.554737	18.48752	legged fly
18.614016	-6.1678386	0.98267144	mind moves
37.255993	22.768114	15.068481	weave
-35.68206	-17.43204	3.4194107	forget
-27.403526	31.47254	-18.000889	unquiet
15.554451	-16.119457	3.0985034	burning
-28.519217	20.417229	-31.096987	shook
-8.744803	-10.686715	-14.216197	treads
22.789753	28.257957	26.643372	done
24.64033	-8.971736	-0.7353933	ran
-20.33457	18.17417	18.074062	green
-13.8267765	-23.942043	19.030056	boughs
17.78384	29.827143	38.170452	cease
46.72447	14.756377	8.198675	holds
-13.572658	-8.226647	-24.239695	monstrous
-37.950188	26.10638	20.699133	lit
-1.2373945	0.70131433	-22.948656	else
3.710538	8.008648	41.33293	only lies apart
-21.859528	9.325023	23.237694	moths came once
-0.39481205	-18.849312	-25.971905	wide
-23.030373	8.722053	27.29051	came once more
0.8006956	-26.428385	25.382729	most lonely thing
-16.805971	10.276885	41.480694	no more wise
10.379725	31.9668	23.507357	cataract still cries
2.197193	21.91161	27.13689	limb have beauty
-4.192417	20.214413	-31.242249	poor tired child
51.81106	-11.432258	-7.863113	everlasting taper lights
16.471155	-17.618294	-17.210112	untold
-22.533356	13.887979	30.868444	world once more
-9.793621	22.114084	-28.39466	poor man
-36.303463	23.936913	11.640381	old eyes cloud
-19.703678	22.09171	18.01268	green sods lay
-43.04947	-0.8167162	-14.9510355	old silence bids
-16.644701	-21.79946	16.426308	great boughs drop
5.4106274	11.895054	43.343582	hound only lies
29.464617	-3.3458896	-20.457397	panniered skirt copied
-8.023476	23.552208	-26.02596	poor man sent
-1.7151908	4.4748173	-12.556225	looks
31.94889	24.965479	22.130205	rose be yet
-19.34175	12.712517	26.208664	lake once
-6.8859296	42.687817	-17.486378	hard
-10.843965	-26.484764	-4.300259	knelt
-11.627333	-20.932894	-20.652447	nurtured
-3.4664688	-27.331205	30.633959	move most gently
-7.419671	26.457157	-24.512468	sent
-0.18682332	-33.45779	39.923763	rocked
1.5925122	25.53587	21.675652	eternal beauty
26.815323	-2.3455825	27.184832	dripping
-20.263344	28.947718	3.1630175	old man
-41.491146	-14.168491	14.317218	other loves await
4.742766	-6.314485	7.6455326	chase
-51.391083	-1.8616186	-6.8920135	tittle gone astray
25.540005	-5.889463	0.25014287	mind ran all
16.471155	-17.618294	-17.210112	ruin
-21.899916	27.748606	-25.70257	thrust dead leaves
-12.344836	22.061073	-26.570347	poor man dead
-20.880173	-16.06218	19.106485	great battle lost
9.596544	24.553661	25.578302	manhood still have
-14.662884	30.872276	-17.104889	best
10.841847	21.03747	28.314571	still have pride
14.400961	-3.8613057	18.271866	further
-11.934456	41.59711	-6.0390306	times blessed skies
-26.189404	-23.639078	-30.728567	falls awakens leafy
-30.638708	-23.2693	-31.89531	awakens leafy tunes
44.016895	11.997937	8.394344	holds deep commune
15.429068	28.3943	5.1598735	whereof
28.757023	-39.93776	-17.06424	murmur
27.479582	-2.6306295	40.577168	poplar
28.89601	33.667973	-1.2877483	bitter tide
36.83003	-12.350323	-17.985428	trees keep murmuring
2.5316963	-3.565418	15.11278	sandalled
38.65499	-8.496193	-17.551281	side trees keep
32.129177	-17.03502	-19.791916	murmuring softly lip
9.875968	-7.8149257	32.130108	mortal
5.462555	14.607554	38.213894	fret lies
3.0342627	33.60305	1.243903	dies
4.8806243	32.02439	3.62861	wandering music dies
3.3466036	27.654812	22.516907	eternal
-20.519701	-25.501877	-27.573076	head falls low
-15.798407	40.900032	5.3887167	old fellow there
8.728395	-23.086067	-18.27305	hiding
1.5160925	46.720078	22.528326	fine
35.911488	-26.61654	-19.866045	aged hounds
-25.98762	11.577325	36.48913	had more charm
5.1557984	41.776825	20.263527	angry
-25.633772	19.12678	38.716343	blinded
-8.379544	2.4594054	-2.9743125	burn
-17.097183	-11.641142	1.0758561	crave
34.01767	-30.855955	-8.530719	crowned
-6.723238	-22.0822	-17.38001	feel
1.9671876	0.3129583	45.449566	quiet bows apart
-10.359278	11.474395	-26.413607	taken
10.873754	-4.1237297	-19.629307	are scores beside
28.438126	6.5847254	-25.456696	sheds
49.07971	3.7901397	-1.69781	hills reply
49.374912	3.1480248	13.859255	sprightly girl trodden
36.54995	-32.14144	-5.935531	crowned dancer miss
27.820194	-36.904827	-15.149988	wherefore murmur ye
-25.84485	26.319447	-4.435073	old days long
-2.6103067	-23.898497	15.836323	lonely folk rejoice
15.581922	0.65225136	6.8981185	lone border
-39.265816	18.71586	-13.2577505	long brown nose
4.0887733	26.245554	16.809177	beauty wandering
-36.21081	-8.694965	-21.513962	gentle feeling wraps
-4.3258495	-27.903496	-17.758938	whirled
-6.320791	-8.04901	4.34108	little space
4.204127	45.85349	19.337755	fine angry mood
-13.272323	43.46372	-9.132982	blessed
3.1792772	42.98935	15.991543	angry mood away
-1.3912468	-8.160713	-3.009458	choose
17.122921	22.622877	-29.141525	talk men wild
6.909523	6.2542357	-38.674114	look
35.189407	8.825557	-11.362151	last unhaunted sleep
38.02041	-28.673273	-18.480103	leading aged hounds
-18.652758	-25.304823	18.63263	boughs drop tranquillity
-5.80749	17.445637	26.238022	sad souls now
8.587718	10.776454	46.556423	blind hound only
11.323432	12.155712	46.047855	blind hound
-8.835813	-2.3954477	-9.470929	long gone by
12.870821	35.788815	-16.932585	new sorrow wrung
-27.263994	23.424135	-7.8332925	days long gone
-29.062382	3.5206454	44.88113	holidays such praises
-8.131774	35.045662	7.3888054	old earth
9.232127	-7.202534	-20.850677	are
-6.592733	-41.939713	-7.564325	makes
-1.3912468	-8.160713	-3.009458	gazed
-15.105637	6.0278974	36.21902	no more hear common
-21.16463	-0.3758364	34.819916	pitches common things
-47.236156	-6.4868526	5.0513883	mouse running
-38.58896	-0.40268123	31.072464	many pretty toys
-45.716663	-8.284989	4.6903462	field mouse running
2.273645	-19.76864	32.64451	most piteous story
-20.019644	-13.999004	29.667978	wind blows
-16.935438	-15.403	-19.592823	evil gathers head
-13.5889435	35.800747	13.53031	made old wrong
-48.46039	-4.0061407	10.343927	wearied running round
-21.279863	-13.782308	28.206429	blows
-3.7060294	48.896816	14.180271	withered
19.793907	-27.318674	12.739406	small cave
9.113527	-22.889637	-16.003685	worm hiding
9.5748	-19.08491	-13.974133	weak worm
31.249855	19.367548	-36.48935	windy surges wend
-1.0093126	-32.346226	-40.81683	public opinion ripening
-14.27783	-44.48622	-21.142904	delicate sensitive ear
-31.611452	17.975243	-11.98952	so long
41.410606	-14.90973	13.515651	crazy hand dare
-35.36549	-11.130427	-3.996725	meet
7.086452	-7.334526	32.636597	heavy mortal
12.376629	-11.625336	-15.157272	less
27.470106	-1.4817991	-5.394814	dream at all
4.958955	-10.034883	37.549747	heavy story tell
-11.238561	33.405895	-7.59139	dim coming times
-19.421143	-5.224189	-29.1062	bronzed peacock feathers
-28.908684	-30.60993	10.882515	ancient image made
-23.969385	16.483746	24.376966	sought once again
18.392265	-12.527899	12.756977	famous ivories
13.726133	-8.306528	7.158155	written
-2.1615305	32.138157	22.89769	old cry still
10.978514	-4.838107	32.528442	mortal hopes
-34.639175	5.8032994	29.543879	too had many
-11.150412	-9.798655	37.7724	now wind drops
-9.620805	-9.260555	-7.7260156	gentle valley stopping
-35.017296	2.4027975	32.734673	had many pretty
-14.586611	-8.647558	-17.715235	gives
42.166832	-16.57034	17.570938	hand dare touch
9.961874	19.149984	-43.39083	comrade sorrow dreaming
-29.177618	-3.4043906	30.025894	many changing things
6.9296675	20.274426	-46.401306	high comrade sorrow
31.153936	-18.769855	-33.9668	wings half spread
-0.9103642	-0.6016939	-50.306736	laborious life imagined
0.82987064	12.906073	50.171387	toiling only breeds
-29.202103	8.679186	-16.79674	humming
-33.097176	-23.311968	9.894701	ancient habit sticks
8.860255	-29.05035	33.50287	own secret meditation
6.202093	-11.176431	39.50623	story tell
17.792961	-36.75385	25.365398	thy fretful words
-17.72693	5.6123543	36.712215	no more hear common things
-23.895948	-25.240004	31.634459	worship dusty deeds
13.04514	-21.971453	-5.8192496	troubled mirror show
-21.545483	-21.439495	31.890812	dusty
-32.467	11.096503	-32.114403	glad singing through
4.3693027	-31.143612	-29.71472	troubling
25.253689	-36.529312	-0.53085035	none dared admit
24.093988	-21.494028	36.46231	own furious path
-18.456696	2.840183	-40.476013	certain
-12.782901	-6.5214124	6.1576276	little powder burned
-19.182621	-20.01221	-3.8057878	please
10.537296	-34.482506	24.888693	words alone
-29.994226	30.702015	14.7390785	fixed old aching
-17.303925	4.5620065	-42.276794	certain good
-12.927681	8.9546995	4.37802	warring kings
-17.969816	20.532135	-14.43669	be-mockers?--by
-29.558285	26.10948	15.343082	old aching eyes
7.0564137	35.286	-7.1935267	dreams
-25.638674	-3.9335246	11.336617	stammering schoolboy said
-38.169434	-27.114243	2.4884968	ancient tricks unlearned
22.372154	-17.059122	-2.950754	ghostly
-25.566038	-22.288761	28.00917	nowise worship dusty
20.95895	-21.788322	-1.6573768	walking
33.139698	-7.424993	-33.13469	sudden flaming word
25.15051	-0.8585987	-8.642586	dream
-6.996148	42.70147	-21.307636	toiled so hard
-8.836357	40.877754	31.421656	shouting
-33.037975	7.8713894	39.774643	had such burdens
-28.061222	-26.362574	26.729525	then nowise worship
-21.080038	-44.484417	-12.237902	re-echoing
14.254419	-17.741869	35.519947	own tale again
39.152313	-17.554682	15.564954	dare
27.498114	6.9572096	-42.576557	man ever journeys
-30.184084	5.1592546	41.33903	such
-36.633335	14.135478	13.406343	eyes grow
-37.129913	11.743407	14.974959	eyes grow full
31.223589	38.540604	0.9496081	bitter glass
-1.8941008	2.5704358	-51.24802	imagined
-9.911038	-7.258435	-0.93227416	little while
-24.095375	-34.22515	7.39093	fatal image grows
-14.15533	-3.8046427	-0.1930523	end
0.4094549	-31.654194	39.40492	spirit rocked
25.904457	-22.170647	-31.28224	roots half hidden
-5.283564	-19.800594	-9.721115	vanish
-33.286865	-8.379661	24.901924	lovely
1.0120776	37.415825	-19.943333	wool so white
14.5630245	-24.89969	-5.053866	show
-4.8301606	-11.690435	-28.310085	satisfied
-34.754845	15.625005	11.674566	tender eyes grow
-3.596509	34.24007	-30.111797	make so fair
-19.182621	-20.01221	-3.8057878	bowed
-1.813221	-9.982907	5.255455	little further
16.903446	-3.7570584	17.509657	further on
-10.4990015	-18.9603	-27.147203	opened
-26.320732	-31.197655	-26.421946	asleep
-1.3912468	-8.160713	-3.009458	battling
-17.048483	9.747671	34.321846	more hear
15.631672	29.994349	-26.854795	tongue men
-18.925995	-12.921084	-21.356426	gathers
-13.861189	-14.834461	-20.284344	evil
-17.790516	23.008453	-22.863123	long dead
19.72405	14.710566	-0.31487545	bright hearts
-26.757124	-30.873878	12.337629	image made
-4.504632	35.412994	-22.103964	thing so sad
22.285778	-25.776022	28.152863	thine own
-25.402464	-7.1850276	15.256277	things said
38.324585	-24.680899	-19.019308	aged
37.029655	-9.913919	9.948009	maybe
-7.7872367	-37.484203	24.805243	holy branches start
50.73315	2.9859383	-1.3037906	reply
-10.629016	9.621634	41.090645	gaze no more
24.055016	-25.996761	26.627317	thine
8.278296	0.069533154	25.253	girl goes dancing
-34.69538	-4.56435	26.898933	many ingenious lovely
-15.136905	3.7898345	32.822296	hear common
27.545782	20.559925	-38.48697	windy
25.050158	33.877663	-20.298712	starry candles flare
-51.244583	-4.0194592	-3.7895272	astray
21.129402	35.759052	10.586263	light foot here
-14.5915	22.60668	1.256755	burned
-20.334555	-3.4220903	-3.4548705	finish
28.194717	-17.750875	-13.875052	sang softly nigh
-39.230717	20.229158	3.4747765	black
-13.048678	30.813438	-0.5178861	dim wisdoms old
-33.150784	-4.98773	23.027742	ingenious lovely things
40.184006	16.509247	17.841375	elemental beings go
-14.393462	38.402725	15.12784	wrong
16.838142	-30.454115	29.839277	own whispering words
39.325348	8.811722	20.495253	seemed sheer miracle
18.446777	-10.2618885	11.352428	famous
5.9163055	-10.561018	-38.7234	first blossoming age
12.516912	-6.182774	8.155368	written page
11.891326	10.810291	-26.06022	barbarous
40.05402	-27.554647	-4.3136697	sweet dancer
3.0506434	-18.651096	-10.712627	shaking
7.9549956	3.9291592	23.70948	goes dancing there
17.789665	-32.721806	32.680004	whispering
10.253047	16.020626	-41.83516	dreaming
12.043291	-49.151157	-3.428283	hollow
-5.5696387	9.915976	42.955574	gaze
-11.324462	-29.135183	23.060507	broken
18.903515	20.367128	-18.8827	strange men come
-8.379544	2.4594054	-2.9743125	escaped
7.0201197	-21.089865	-48.18523	hold
-22.06838	-5.4797354	19.284273	strange things
7.8936424	-35.30631	21.269968	seek alone
-26.936575	3.2577045	-21.264973	rolling
6.8021755	-31.444628	-2.4787822	shake
-19.040958	4.9351954	34.04101	more hear common things
-12.352912	-49.695114	2.735252	sink
-0.44467327	47.063606	-18.43123	sleeps
44.201412	-4.903194	-7.6194744	chinese dancers enwound
31.790806	18.843836	27.622036	moved yet seemed
21.308893	-33.39562	8.305697	wore
-43.11345	18.31043	-4.5414405	shaken
-21.616085	19.239115	25.856483	sought
-36.021427	-5.0963707	-2.114369	free
-33.82546	11.282432	-24.936459	past
-2.5001512	-0.6315711	-40.367077	take love easy
-29.277441	12.623923	27.686472	eyes had once
5.974701	19.018667	-14.917222	swept
-39.66439	2.7614887	13.221263	full round moon
-25.378382	0.43558863	-11.568084	gray wolf knows
-9.780169	-29.02062	4.6772833	bade
-17.057968	-20.44486	-12.6676	falling
30.604624	9.377093	4.413886	fling stones
30.447552	-15.088302	15.877985	fly
-25.244389	-35.7292	14.685808	ivory image there
17.69565	26.036787	-10.174019	myriad
36.60231	2.772652	7.6486397	laden
-22.28989	40.10675	9.157644	dig old customs
-8.379544	2.4594054	-2.9743125	sighs
9.13752	33.72505	33.122173	hides
-18.411438	28.649605	16.698826	old tympan lay
23.862719	20.79574	29.38007	eyeballs never moved
-3.0144308	-12.032159	20.069218	red mournful lips
-21.940134	-4.7938128	-13.616867	living creature knows
-4.207309	37.734337	18.835928	weary cry
-37.3736	8.548495	28.593596	too
-18.591799	-10.325258	9.338437	hurled
-5.239415	41.27922	9.4733715	hid away earth
-6.7218976	-10.742044	-44.034534	wildly
28.291695	20.591564	29.907152	moved
-0.59528506	-4.5336847	36.65734	heavy rings uncoiled
-5.886644	-15.997373	-42.523144	married voiced wildly
-17.097183	-11.641142	1.0758561	looked
-37.69566	26.362843	-5.9781923	dabbled
40.400986	4.7810335	-29.148636	read
18.665438	23.168098	14.623656	same white stars
-0.6088373	46.64846	-13.734886	weary woman sleeps
-25.70255	13.592207	-33.39636	fade
-35.820328	9.05795	-4.4374733	ships loose thought
-1.3912468	-8.160713	-3.009458	tire
0.6768996	17.859524	43.629734	only white birds
-5.283564	-19.800594	-9.721115	carries
-10.700284	1.9970479	10.28233	feared
1.4051945	-27.760992	34.896866	most secret spirit
43.724293	-9.413293	1.6859641	caught
-0.56223303	-18.41767	45.936203	morn grew frosty
2.3978877	-26.09711	38.992603	secret spirit grew
-15.098897	-29.103495	-32.452026	lingers hung low
-12.727443	-0.6510068	-12.724953	waves
6.91652	33.159145	10.019546	wandering fire
-14.7475195	-27.568308	-30.229506	hung low
5.1345696	11.332577	-36.07223	soft
7.0268817	0.463825	-23.19411	blue star
-8.810864	5.775122	37.50509	no longer
-10.414266	7.017279	35.84272	no longer hear
-40.51511	19.277145	16.80237	shone keen eyes
-14.740163	-6.2823443	12.742056	little childer dear
-37.621346	3.908647	4.7194	drowsy water rats
39.836536	-18.387093	-10.613835	true
-26.225739	-10.321218	-11.646846	buoyed
-35.216507	13.66463	-34.25358	glad
0.8107227	-5.4747944	-15.896483	hushed
6.774304	18.612516	31.08968	need have
27.444323	-11.033163	-10.213041	flapping herons wake
-13.146717	-34.440582	12.028271	body perfection brought
1.6102792	15.286328	-46.621265	clouds flew high
-5.2385964	-19.373545	-42.9123	married
-3.3797722	-13.13332	-44.82801	voiced wildly trolled
4.197454	-48.867523	-10.827511	reddest stolen cherries
30.134567	-11.768163	5.098339	won
-40.395	17.936375	20.960016	keen
1.5384301	-1.4595603	17.222664	dancing silver sandalled
-12.331438	36.12183	-25.220196	wrought
-7.5758686	-27.123302	-12.803183	arise
5.5940742	-26.80292	34.64308	secret
12.250121	7.973354	-47.456905	maiden
-27.34027	-5.583559	-21.781523	sings
29.648533	6.3318276	-8.85032	come at last
-17.470522	-2.4942682	-50.446648	purple
24.971378	-25.018194	16.205536	small cabin build
0.38067567	-0.24172656	19.913212	dancing silver
-3.5389798	13.36213	34.50333	go now
-13.542526	34.04928	28.208017	penal days rode
0.8107227	-5.4747944	-15.896483	better
33.490818	-3.860476	19.058771	grey rock
-13.514157	12.616314	23.31496	lake water lapping
10.784976	7.132326	-45.306076	proud maiden
2.0332415	-28.646059	2.2785432	sold
-14.144571	-13.999052	-6.8239965	hurried
-12.542818	11.211074	27.344782	hear lake water
23.465248	-22.267216	19.026594	cabin build there
7.7548304	31.29565	30.340694	new still hides
-1.3912468	-8.160713	-3.009458	carried
-13.435311	5.621353	-16.481009	pebbly shore
52.068035	3.2203667	-13.084144	golden
-1.3912468	-8.160713	-3.009458	warmer
16.46065	25.58847	30.75173	fingers never still
-19.182621	-20.01221	-3.8057878	dart
1.3601102	-1.616073	10.046044	purr
27.219233	-30.332825	-30.850279	hidden magical breath
-3.9128585	-30.748568	1.5004213	glance
0.8107227	-5.4747944	-15.896483	lives
24.502972	26.744114	1.1739436	above
15.824557	23.132347	11.22195	white stars tell
-18.516552	33.215496	5.4329157	so old
21.536419	17.295914	30.578917	moonlit eyeballs never
-12.98335	16.548246	4.9113717	waning
-31.98029	18.971724	-4.044072	long dark hair
1.9724219	14.872959	28.257092	have peace now
-1.6578832	-0.03486406	-43.80999	take life easy
25.530003	8.712732	-24.27179	sheds faint odours
14.589939	-25.816587	-21.454668	equal
-16.734343	22.816324	-1.5023698	moon burned dim
-30.516094	25.822762	4.651987	care
-21.677832	-21.744516	-21.351301	motionless head erect
-7.6608458	4.6969843	35.059727	longer
19.268522	-35.954933	11.0193205	wore large holes
6.2712345	-41.229248	-30.404945	shadowy hazel grove
-37.798702	-6.635015	-13.20476	gentle silence wrought
-5.3693733	-1.160196	-42.94356	easy
2.563366	-23.207424	16.765707	lonely melody
20.499245	3.6508374	-40.5961	winds ever blowing
-18.575747	-0.7083033	-9.635259	sat
19.381245	7.0064483	-37.639168	wet winds ever
22.643908	-33.58412	12.162793	wore small holes
-10.689195	28.357485	17.670645	grown old
16.810059	4.223468	-34.73451	cold wet winds
-12.691484	18.722788	32.86908	more gay
37.908855	-34.78473	-4.251755	miss
1.1294217	-14.272608	-33.42679	kiss
-0.58075243	-45.890305	1.1772273	shining
-1.3912468	-8.160713	-3.009458	bent
-50.589275	10.154932	9.096348	labouring
29.909403	27.353512	36.367065	creak gave
-34.11911	-5.538352	1.3542963	had free lands
4.7503247	2.2696528	-23.16781	blue
-21.22528	-6.9347534	-49.06481	glow
22.460228	28.595001	30.442116	battles never done
-46.898537	0.74447906	15.822668	cast round
-16.820757	22.9183	37.874683	more turn aside
-27.789518	-3.4878278	19.16138	foolish things
-31.368345	35.92508	6.6584907	old timid grace
-14.018103	6.366007	41.568188	bear no more
-6.412861	1.2679229	-17.754925	rules
19.426947	-0.595793	32.080406	woven sails
17.418535	4.9657617	-23.662535	star shone faint
22.611717	-13.577667	-44.26831	weaving olden dances
-19.353712	16.290516	32.336067	world more full
-0.48664978	-27.583067	-11.818453	brazen
15.605885	-46.10947	-22.328218	scented oaken press
1.7418644	41.59915	10.579409	went away
-10.643015	-9.530838	-43.294807	so wildly bred
-18.970768	-12.975879	35.028843	east wind despair
-0.39828652	-17.910889	-14.713101	gold embroidered dress
-29.599812	0.22522539	17.669971	poor foolish
7.043336	24.437435	-35.318344	cage bird
-29.369164	11.322764	-8.1451235	long gray ships
34.155254	15.599935	8.340448	glimmering
-10.440897	-6.7552457	14.135965	ye little childer
-15.001144	-10.230001	30.720049	west wind made
-15.524978	-16.847723	40.544342	north wind afraid
-12.727709	-18.563316	33.001923	south wind brought
32.16059	-18.39216	9.056715	mingling
2.9217434	-13.792126	-21.357986	coloured
-9.029767	-18.526838	1.3325001	scarce
-0.6264175	-1.6300328	-30.884556	hears love sing
-5.1878743	-25.047977	45.07691	fields grew fatter
4.2554383	22.58015	35.917988	have as healthy
4.742766	-6.314485	7.6455326	gathered
-32.020657	6.4449515	9.745176	wandering water gushes
-39.958145	25.22359	-3.1221583	dabbled hair gather
41.817604	0.4957588	-19.563658	laid
10.975497	28.092407	12.599837	dishevelled wandering stars
-32.836506	14.66006	-18.331898	over
-31.079977	19.464617	8.472632	tender
-21.127026	30.748455	-27.87665	thrust
-10.843965	-26.484764	-4.300259	sometimes
32.427753	17.805586	11.101256	feet go glimmering
4.5232835	26.366497	38.125805	as healthy flesh
-27.238949	-14.453424	-2.027709	strange thing surely
-1.6407224	-25.041946	48.12081	grew fatter day
28.621536	18.032553	13.474925	white feet go
-9.029767	-18.526838	1.3325001	chaunt
32.444527	-5.89301	20.790031	grey
-19.182621	-20.01221	-3.8057878	replied
40.033333	-2.013375	-17.509953	feet laid side
-14.353988	-22.60704	7.45455	mourn
-3.6732657	43.98624	-18.90918	sleeps so hard
15.873299	-18.939203	30.581947	own sadness
8.683104	25.890684	-36.225166	cage bird mate
12.767833	0.5886363	6.2202673	lone
16.181147	26.23819	6.5114074	whereof stars
-5.3542924	41.413113	-19.10001	so hard
-3.2934234	21.21847	-20.977818	young man now
-15.296699	13.235006	-34.338444	man poured fish
11.415994	-51.8971	-1.08189	beaked hollow galleys
-34.750965	15.580713	34.91744	pity
-44.290977	-3.3257067	19.905678	planted cypress round
10.205273	-19.334381	-49.148247	nights hold fast
-15.02604	-0.377661	-6.2388973	dim gray
-20.925076	8.4546795	-6.62528	dim gray sea
12.681866	-43.720825	9.288474	cushioned otter skin
-1.7151908	4.4748173	-12.556225	changed
1.0902331	-26.947868	-8.450083	loud brazen battle
0.6522621	43.628902	-16.918987	woman sleeps so
-1.4932148	6.213917	33.40128	soon
-1.1344267	23.305445	-44.07507	high funeral gleam
-2.0677004	21.74112	-23.656025	young man
37.66444	-22.147367	-1.9164454	sweet far thing
18.331026	-18.283905	-17.61447	ruin untold
-34.033752	10.710739	-7.9405236	long ships loose
-4.844866	-30.021637	13.964243	seeing
36.79446	25.874933	-8.92789	rose
-7.9074183	-3.9047918	9.062129	little cry
29.95948	-12.502223	-2.67858	heart hung all
-5.2793603	-2.7082226	16.169096	little silver heads
35.316063	-28.443453	20.560654	born
10.70701	26.782412	-34.642532	bird mate
-23.86927	17.137562	38.84024	more blinded
-5.0698285	23.632793	18.771519	sad hearts
-15.50549	28.506691	-20.118828	best labourer dead
11.9406395	24.466272	-35.16171	wild bird mate
-2.516836	-20.058474	39.73149	man grew red
44.97555	-24.563698	-0.84031135	drank sweet wine
30.613745	-10.268412	-11.032385	wake
12.097161	18.99748	3.0503757	indifferent
16.691154	-40.840664	-0.57629037	left
-6.822002	-4.9590693	47.773506	planted
-8.825579	-34.831852	-19.299864	minded
-21.361883	6.2993493	-11.277919	dim gray sands
-2.6460502	22.990238	37.49107	lost as soon
-3.8425066	23.154192	-33.38895	tired
11.009994	-21.874369	-45.723915	unremembering nights hold
-30.56808	-7.177007	23.9331	lovely things
32.91523	12.869211	15.072137	go scot
-35.470783	-5.7387357	24.367363	ingenious lovely
18.982851	-23.399776	32.234333	own blood
-1.3912468	-8.160713	-3.009458	agree
-11.7197485	-27.876999	-20.055487	weasels fighting
6.72463	-13.449572	6.1891994	leap
-42.811745	9.859202	-5.4419813	fine thought
-32.519543	-3.8726814	25.534666	many ingenious lovely things
-11.854567	-49.557697	4.688149	sink unmanned
0.8107227	-5.4747944	-15.896483	happy
-9.193523	-39.679478	6.433488	off
41.37287	-5.6087933	-7.9050035	chinese dancers
27.272081	-36.462334	-1.9407616	dared admit
25.40271	-38.412575	0.7739732	none dared
-1.3912468	-8.160713	-3.009458	furthest
20.1176	32.410458	12.806373	foot
-39.825146	-2.0945663	15.505786	country round
22.350967	-15.215206	-0.688768	ghostly solitude
23.250912	-16.575336	-42.334007	weaving
9.138979	-29.444653	12.039493	mighty monument
-3.6577966	6.5090714	10.87687	honour leave
25.869663	-11.541069	-43.11907	olden
33.66212	15.009541	-26.722572	shallow wits
-35.013214	-1.6411825	26.633204	many ingenious
17.408659	-42.101017	0.8287037	comfort left
39.37653	-9.101124	16.066568	white hand
17.996466	-11.522855	-10.445213	frothy
-39.49321	-25.46311	1.5333153	tricks unlearned
-32.715973	3.2744195	30.69049	had many
-15.403098	-17.207954	22.425959	great army
-4.8464537	-2.1133633	-40.434677	love easy
-37.302803	1.945739	30.404554	had many pretty toys
8.033341	1.8359174	43.621334	pensively apart
0.12215842	-1.1475496	-38.568302	take love
-35.78416	-0.362588	32.82038	many pretty
-1.3404989	18.614046	-12.368632	curtained room
-10.354721	-11.392485	7.939226	little snow
9.6594715	-8.30246	16.547789	salley gardens
-38.152546	4.488132	31.143997	too had many pretty toys
-40.66184	1.3531942	32.539215	pretty toys
-1.3912468	-8.160713	-3.009458	solemn
14.056497	18.76134	1.4187192	law indifferent
-12.043325	33.421997	12.48896	made old
-1.3912468	-8.160713	-3.009458	helpful
-1.0478039	18.05222	-14.989737	curtained
-15.570919	37.307117	13.702528	old wrong
-36.29925	-26.20098	4.8596706	ancient tricks
-3.1763108	-33.465458	-39.140457	public opinion
2.1767418	1.3364944	4.571198	lays
-1.303789	-30.279034	-42.194477	opinion ripening
